9.573763622896053,2.2590264011831844,9,2024-09-12 10:05:31
28.850410009925067,3.36212420463562,8,2024-09-12 10:05:45
47.86809946101411,3.8684493005275726,7,2024-09-12 10:06:00
59.68058195306595,4.089006707072258,6,2024-09-12 10:06:15
96.0732088189339,4.565110492706299,5,2024-09-12 10:06:29
38.16322294338446,3.641872301697731,4,2024-09-12 10:06:44
28.544973172500207,3.3514808495839437,3,2024-09-12 10:06:59
37.8027045666182,3.632380649447441,2,2024-09-12 10:07:13
46.656915844485596,3.842821165919304,1,2024-09-12 10:07:29
12.469622938391987,2.523295521736145,0,2024-09-12 10:07:44
13.245922931955198,2.583689801833209,9,2024-09-12 10:57:16
29.2415964560273,3.3755922317504883,8,2024-09-12 10:57:30
49.75594076637778,3.907129868865013,7,2024-09-12 10:57:45
60.03563443022211,4.094938293099403,6,2024-09-12 10:58:00
101.01817957330601,4.6153004964192705,5,2024-09-12 10:58:15
39.54481294717777,3.6774345338344574,4,2024-09-12 10:58:30
30.369036528397416,3.4134235541025797,3,2024-09-12 10:58:45
38.003333692566855,3.6376738846302032,2,2024-09-12 10:59:01
46.709360303870284,3.8439445793628693,1,2024-09-12 10:59:16
12.61589275990958,2.5349573493003845,0,2024-09-12 10:59:32
11.638312262560918,2.4543024371652042,9,2024-09-16 12:33:02
33.77208769697957,3.5196346535402188,8,2024-09-16 12:33:16
66.96037397102495,4.204101011157036,7,2024-09-16 12:33:31
80.64457799757658,4.390051573514938,6,2024-09-16 12:33:45
169.3644924849105,5.132053152720133,5,2024-09-16 12:33:59
43.6772262893275,3.7768268287181854,4,2024-09-16 12:34:13
33.6055983985329,3.5146926720937093,3,2024-09-16 12:34:28
45.00968360179884,3.8068776577711105,2,2024-09-16 12:34:42
59.71991396988636,4.089665532112122,1,2024-09-16 12:34:56
12.798555598488727,2.549332320690155,0,2024-09-16 12:35:10
5.935286972868251,1.780915379524231,9,2024-09-16 16:36:06
12.4653895076415,2.522955964593326,8,2024-09-16 16:36:23
19.85048470818765,2.988228425383568,7,2024-09-16 16:36:40
23.96114400425947,3.1764335185289383,6,2024-09-16 16:36:57
36.531374713410564,3.5981714725494385,5,2024-09-16 16:37:14
13.923053753084012,2.633546009659767,4,2024-09-16 16:37:31
12.553270131719861,2.5299811999003095,3,2024-09-16 16:37:47
